result	result_sigma	m	seed	weeks	trials	mean	sigma	error	p1	p2	p3	p4	p5
522.9125	0.11208445	4	1	2000000	25	-1	10	20	0.1009116	0.1056416	6274.03	0	0
812.50665	0.07118203	4	1	2000000	25	-1	15	15	0.1002287	0.1046451	2150.58	0	0
1198.652	0.1555525	4	1	2000000	25	-1	15	20	0.1060669	0.1010121	337.486	0	0
0.015193242	1.4108064e-06	4	1	2000000	25	-1	1	0.5	0.2435492	0.2427091	10	0	0
0.035665663	5.3475547e-06	4	1	2000000	25	-1	1	1	0.4871071	0.5155102	10	0	0
0.092759177	0.00010021347	4	1	2000000	25	-1	1	10	0.6800521	0.9448142	159.388	0	0
0.09489798	0.00010985753	4	1	2000000	25	-1	1	12	0.6259297	0.9692972	269.199	0	0
0.096308493	0.00016741134	4	1	2000000	25	-1	1	14	0.6251165	0.9679594	313.108	0	0
0.096582576	0.00018434057	4	1	2000000	25	-1	1	15	0.5905009	0.9760569	398.521	0	0
0.097397695	0.00018914813	4	1	6000000	25	-1.0	1	16	0.623574756976855	0.9717603450787222	468.4154343910145
0.059630777	2.0863533e-05	4	1	2000000	25	-1	1	2	0.4176756	0.7117411	20	0	0
0.098036343	0.00018397121	4	1	2000000	25	-1	1	20	0.6822968	0.9725887	679.884	0	0
0.098392122	0.00035257048	4	1	2000000	25	-1.0	1	22	0.6218915329467786	0.9898930812934962	879.6412342083522
0.099006018	0.00026459178	4	1	2000000	25	-1	1	25	0.5882743	0.9944969	919.667	0	0
0.069327871	2.8617577e-05	4	1	2000000	25	-1	1	3	0.3753726	0.7698958	33.0396	0	0
0.099786613	0.00024956889	4	1	2000000	25	-1	1	30	0.6421615	0.987526	1805.81	0	0
0.10029363	0.00031858767	4	1	10000000	25	-1.0	1	32	0.5792467693691264	0.9817543533412545	1872.3053238873204
0.10015606	0.00040817355	4	1	2000000	25	-1	1	35	0.5402049	0.9995724	2169.52	0	0
0.079635153	2.9790442e-05	4	1	2000000	25	-1.0	1	4	0.5721592402925411	0.8896015893255023	33.359338146788886
0.08692251	4.5084857e-05	4	1	6000000	25	-1.0	1	6	0.5945623470430172	0.9378010836919102	68.47629108157594
0.090771503	7.3480176e-05	4	1	2000000	25	-1.0	1	8	0.6384430931597531	0.9471302999219675	119.68042071435212
0.092124972	0.00010280859	4	1	2000000	25	-1	1	9	0.6073494	0.9543763	162.474	0	0
6.0221128	0.0049650662	4	1	2000000	25	-1	2.5	15	0.2831449	0.3543619	9800.62	0	0
6.4417712	0.0057842097	4	1	2000000	25	-1	2.5	20	0.2968568	0.3757336	9895.41	0	0
1278.7916	0.083707835	4	1	2000000	25	-1	20	15	0.1036076	0.1022648	3699.57	0	0
1983.862	0.18308794	4	1	2000000	25	-1	20	20	0.1007435	0.1019363	4054.27	0	0
2.4335067	0.0020970528	4	1	2000000	25	-1	2	15	0.3541445	0.4601728	9863.05	0	0
2229.6001	0.16177664	4	1	2000000	25	-1	30	15	0.1007789	0.1025093	4786.41	0	0
3654.5189	0.33642594	4	1	2000000	25	-1	30	20	0.1000777	0.1047904	576.145	0	0
12.034219	0.0073473372	4	1	2000000	25	-1	3	15	0.2421404	0.2915834	5245.61	0	0
13.127274	0.010913169	4	1	2000000	25	-1	3	20	0.2806745	0.309184	24.9802	0	0
32.897094	0.012287925	4	1	2000000	25	-1	4	15	0.1741935	0.1959601	37.1572	0	0
37.46093	0.020329642	4	1	2000000	25	-1	4	20	0.1992152	0.2205264	58.5007	0	0
113.49871	0.029003216	4	1	2000000	25	-1	6	15	0.1007546	0.1065749	1531.27	0	0
138.48448	0.059159778	4	1	2000000	25	-1	6	20	0.1161827	0.1155813	1317.5	0	0
2.5675606	0.0037410934	51	1	1000000	25	-0.06	1	16	0.06523898577720033	0.02879539078271262	0.0670164125881855
2.8573328	0.0055392117	51	1	1000000	25	-0.06	1	22	0.06592215283513075	2.1682035142606564	0.060022954985801
3.1620641	0.0091888028	51	1	1000000	25	-0.06	1	32	0.06895858211362116	1.9886248286537829	0.05878288886146097
3.2231323	0.010015335	51	1	1000000	25	-0.06	1	35	0.06923335582033632	2.132746326403597	0.07812969439580328
1.1385404	0.00038356699	51	1	10000000	25	-0.06	1	4	0.03756914195048316	0.43083253236853203	0.07899727873155614
1.5352064	0.00067090933	51	1	10000000	25	-0.06	1	6	0.05138825279701309	0.48384792353236006	0.07516665737147457
1.8380759	0.0014023979	51	1	10000000	25	-0.06	1	8	0.05165115868776585	0.24306427982752665	0.09712238505108786
1.783702	0.0031239372	51	1	1000000	25	-0.1	1	16	0.08860191817052523	0.7756625034967051	0.07633074404205836
1.918578	0.0034942106	51	1	1000000	25	-0.1	1	22	0.09095707957308061	2.245350331046516	0.060317452071607394
2.0645483	0.007473878	51	1	1000000	25	-0.1	1	32	0.08927486733213287	1.8592438776765279	0.061219242083519705
2.0925204	0.0081784129	51	1	1000000	25	-0.1	1	35	0.10293640950849656	2.0469654691612575	0.07561084799948888
0.94377075	0.00034905249	51	1	10000000	25	-0.1	1	4	0.07695046777704279	0.4697519546356764	0.08283168807096676
1.2081955	0.00088477988	51	1	10000000	25	-0.1	1	6	0.08547039728008146	0.6376486178302874	0.07835188615445439
1.3912561	0.00088290489	51	1	10000000	25	-0.1	1	8	0.08420174689399425	0.2860061529931729	0.07568519767063431
0.064254131	0.0004633396	51	1	20000000	25	-0.2	0.5	32	0.3572752263837866	1.5659180822232441	0.049026471144313216
0.063075177	0.00046746677	51	1	30000000	25	-0.2	0.5	35	1.55	1.55	0.3709
0.058461275	0.00010994705	51	1	20000000	25	-0.2	0.5	8	0.35937074365652055	1.069772888940497	0.04819741116776481
0.98981354	0.0013982671	51	1	20000000	25	-0.2	1	16	0.19357302994551073	0.7052771005499013	0.07032936878303057
1.0380915	0.0024173683	51	1	20000000	25	-0.2	1	22	0.1955426978850648	0.7791912760338513	0.07285960088361672
1.0661988	0.0031554776	51	1	1000000	25	-0.2	1	32	0.1676204342664237	1.8596120294710556	0.06597121688712326
1.0756236	0.0038990256	51	1	1000000	25	-0.2	1	35	0.20532573138752566	2.05054506216078	0.06886272909938898
0.63157777	0.00026671749	51	1	10000000	25	-0.2	1	4	0.1502583077100673	0.8085782262157342	0.06511001973341535
0.75767941	0.00038056571	51	1	10000000	25	-0.2	1	6	0.15993985519810192	0.8449291313526056	0.06832296581462433
0.83602776	0.00077484308	51	1	10000000	25	-0.2	1	8	0.15815137020131803	0.9696116777822952	0.06399316756941217
0.047985622	0.00035800015	51	1	1000000	25	-0.5	0.64	32	0.45070821661138927	1.7705480217733283	0.05406015113171159
0.044368146	8.8345748e-05	51	1	15000000	25	-0.5	0.64	8	0.4891534307240007	1.8626519876455634	0.05100876595155804
0.15238642	0.00076725051	51	1	1000000	25	-0.5	0.82	32	0.4556395762355865	1.8158804615449107	0.056173605042147884
0.13564624	0.00018080607	51	1	15000000	25	-0.5	0.82	8	0.40071028253167074	1.568879086695787	0.05602400280388619
0.37198309	0.0012776959	51	1	30000000	25	-0.5	1	35	0.4217247244509891	1.3544274741110878	0.06610101047955903
0.29764211	0.00019336452	51	2	30000000	25	-0.5	1	6	0.38212140781837756	1.3967237410143363	0.07265179748380773
0.20992737	0.00056891827	51	1	1000000	25	-0.7	1	16	0.47694101473190914	1.7124162025036367	0.05344078262592412
0.21518761	0.00068727569	51	1	1000000	25	-0.7	1	22	0.4992923739376801	1.6991872362487976	0.05160942538231074
0.22074692	0.00086279103	51	1	1000000	25	-0.7	1	32	0.515207894990412	1.8200010599273035	0.05636470318271622
0.22063483	0.00078989884	51	1	30000000	25	-0.7	1	35	0.5654909556336092	1.726310462480709	0.05155623796599936
0.16303608	0.00010296918	51	1	10000000	25	-0.7	1	4	0.410330239109709	1.6997487495297152	0.056762635935000576
0.18178753	0.0001492556	51	1	10000000	25	-0.7	1	6	0.4172150395833262	1.6633821896545138	0.05786505765916207
0.19163562	0.00019129262	51	1	10000000	25	-0.7	1	8	0.425328168126884	1.62863944311401	0.05619796186112089
0.17361183	0.00081275696	51	1	1000000	25	-0.8	1	32	0.6279623403530994	1.715317441231131	0.0508500857642979
0.072094444	0.00046619979	51	1	1000000	25	-1.2	1.0	32	0.6187132415465162	2.335037130520253	0.04784900110274839
0.064345558	8.0896467e-05	51	1	15000000	25	-1.2	1.0	8	0.6197156046769299	2.2426254168151356	0.03955237719485315
0.037089765	0.00015535475	51	1	1000000	25	-1.5	1	16	0.7355685935847387	2.376353970448089	0.04429375838175505
0.037872416	0.00027257454	51	1	1000000	25	-1.5	1	22	0.7039917705877954	2.423093021176147	0.029062295100432907
0.038092795	0.00037675696	51	1	1000000	25	-1.5	1	32	0.6761133449791437	2.514392035851385	0.04922908043195529
0.038848423	0.00037488418	51	1	30000000	25	-1.5	1	35	0.7156355794010497	2.612787803733386	0.036566835148681476
0.029309336	3.5181159e-05	51	1	10000000	25	-1.5	1	4	0.6559183608476427	2.460315426109469	0.0584130009866924
0.032628465	6.0262286e-05	51	1	10000000	25	-1.5	1	6	0.7110755786057382	2.45419165201133	0.022917288487941875
0.034143619	7.1712284e-05	51	1	10000000	25	-1.5	1	8	0.6846851157543805	2.5381887525785496	0.03482509327333405
0.10205136	0.00015386886	51	2	30000000	25	-1.0	1	10	0.6272993592099433	2.0167966253993983	0.03698413572623671
0.10819746	0.00026562782	51	2	30000000	25	-1.0	1	16	2.071019001773679	2.0760184173266287	0.5115341151217225
0.062998197	2.9182124e-05	51	2	30000000	25	-1.0	1	2	0.561515205399404	1.885742167927945	0.05681400430054696
0.10910831	0.00031106349	51	2	30000000	25	-1.0	1	20	0.666581918718474	2.049191844896912	0.04340905794497327
0.1097267	0.00036836779	51	2	30000000	25	-1.0	1	22	0.6558067825570117	2.080473864868344	0.04940196386300866
0.11179694	0.00053757951	51	2	30000000	25	-1.0	1	32	0.5286362209012108	2.1477293447360823	-0.11238679084246206
0.1115604	0.00056275839	51	2	30000000	25	-1.0	1	35	0.6091497418029223	2.161303164667565	0.04328854652701307
0.084900347	5.0156866e-05	51	3	30000000	25	-1.0	1	4	0.5977550446630886	1.9837286454462095	0.05077363099951135
0.09404162	0.00010326095	51	2	30000000	25	-1.0	1	6	0.6140943909397111	2.0099041817965615	0.042638496604686896
0.099241763	0.00013048902	51	3	30000000	25	-1.0	1	8	0.6871636931644893	2.030893728216607	0.0982737775206285
0.012638279	0.00010693604	51	1	1000000	25	-2.0	1	16	0.810796240322071	2.8082138531863876	0.02593890241698594
0.012943307	0.00010709482	51	1	1000000	25	-2.0	1	22	0.903457611037656	2.8876235159065353	0.003489280107598808
0.012889305	0.00018675579	51	1	1000000	25	-2.0	1	32	0.9094988439279804	2.886423390159222	0.03179398541415251
0.013259943	0.00016128423	51	1	30000000	25	-2.0	1	35	0.8708133898109998	2.839633634590416	0.0029709913115907203
0.0099330336	1.6748303e-05	51	1	10000000	25	-2.0	1	4	0.8631871295847082	2.8573736459669057	0.02324824841597316
0.011015365	2.9448991e-05	51	1	10000000	25	-2.0	1	6	0.862991143057668	2.86795617149295	0.020297481101523927
0.011659571	4.3904386e-05	51	1	10000000	25	-2.0	1	8	0.8669360259485241	2.915155236788823	0.024010909610240105
1.780486	0.0024202234	52	1	2000000	25	-0.1	1	16	1.6171875000000004	0.00017968750000000005
0.53251905	0.00010718776	52	1	2000000	25	-0.1	1	2	0.618530273437498	0.0015823974609375003
2.0613477	0.0049659921	52	1	2000000	25	-0.1	1	32	1.576318359375	-0.000131103515625
0.94453322	0.00033753378	52	1	2000000	25	-0.1	1	4	0.5900259017944313	0.0029945139884948726
1.2085016	0.00060653308	52	1	2000000	25	-0.1	1	6	0.5297973632812474	0.0017534790039062495
1.3941681	0.00079092785	52	1	2000000	25	-0.1	1	8	0.6016883611679054	0.0013644618690013893
0.062127284	0.00018536291	52	1	30000000	25	-0.2	0.5	16	1.2619851259458201	-9.456915473688381e-05
0.062775919	0.00023590707	52	1	30000000	25	-0.2	0.5	20	1.1626780750271655	0.0003974595138834757
0.063241484	0.0002696739	52	1	30000000	25	-0.2	0.5	22	1.3255223441770787	0.00025642348158071485
0.064007943	0.00039743038	52	1	30000000	25	-0.2	0.5	32	1.561381379825608	0.00010512129442585662
0.064364723	0.00050085108	52	2	30000000	25	-0.2	0.5	35	1.424270089714061	0.0007184853752445773
0.052475545	4.84884e-05	52	1	30000000	25	-0.2	0.5	4	1.258999329943513	7.482693178621934e-05
0.056464129	7.9090797e-05	52	1	30000000	25	-0.2	0.5	6	1.1757224413985767	0.00029013538239372775
0.058511503	0.00013632986	52	1	30000000	25	-0.2	0.5	8	1.1322139716753863	0.000560760196008351
0.89502173	0.00061439027	52	1	20000000	25	-0.2	1	10	0.7681955528574262	0.000627159169186058
0.98914753	0.0013813023	52	1	30000000	25	-0.2	1	16	0.7550150620976721	0.0010329766964369104
0.39934159	9.6129234e-05	52	1	20000000	25	-0.2	1	2	0.878486684337257	0.0002825497795827689
1.0252462	0.0017332989	52	1	30000000	25	-0.2	1	20	0.7810315711415861	0.00017042570537225888
1.0387675	0.0024084992	52	1	30000000	25	-0.2	1	22	0.6737467379506152	0.00011827457473590069
1.0808611	0.0027570645	52	1	30000000	25	-0.2	1	32	0.7640017083440256	-0.00014812110818355941
1.0893717	0.0036188594	52	1	30000000	25	-0.2	1	35	0.6442444341207104	0.00047110547943678344
0.63316058	0.00022684511	52	1	30000000	25	-0.2	1	4	0.7800081022921983	0.0019978358194053013
0.76011402	0.00034526085	52	1	30000000	25	-0.2	1	6	0.7840736452435662	0.002373705136473555
0.83991521	0.00045896592	52	1	30000000	25	-0.2	1	8	0.7862065643521128	0.0015287498933022796
0.048298999	0.00024925424	52	1	30000000	25	-0.5	0.64	22	1.6579830818885117	0.0005234573885218583
0.048929651	0.00032347929	52	1	30000000	25	-0.5	0.64	32	1.6932612061483225	0.00012225676555090116
0.044878374	0.00010237344	52	1	30000000	25	-0.5	0.64	8	1.8087165598824435	-0.000774382277553791
0.1507924	0.00055495259	52	1	30000000	25	-0.5	0.82	22	1.5306052769444467	0.0002448789749658835
0.15388659	0.00068682313	52	1	30000000	25	-0.5	0.82	32	1.3706251595576529	-4.4130146094299255e-05
0.13700794	0.00015750313	52	1	30000000	25	-0.5	0.82	8	1.5821851014721453	-7.94977024409444e-05
0.33175771	0.0004057187	52	1	30000000	25	-0.5	1	10	1.2998624455213792	-0.00024342830537875686
0.35089251	0.00062018668	52	1	30000000	25	-0.5	1	16	1.3687746541311503	9.617653292079914e-06
0.18731072	6.1300459e-05	52	1	20000000	25	-0.5	1	2	1.2986833307147019	0.000930963327735663
0.36084319	0.00074257633	52	1	30000000	25	-0.5	1	22	1.3234056270484613	8.173096051359771e-05
0.37025758	0.001287151	52	2	30000000	25	-0.5	1	32	1.4199135599353896	0.0003149778822734774
0.37229	0.0012111633	52	1	30000000	25	-0.5	1	35	1.286567604169249	0.000166350721102208
0.26403294	0.00018247883	52	1	30000000	25	-0.5	1	4	1.3517013680934908	0.00034408080875873573
0.29876691	0.00019718836	52	2	30000000	25	-0.5	1	6	1.3967723534256213	9.014633344486361e-05
0.31842208	0.00033325481	52	1	30000000	25	-0.5	1	8	1.391022709828683	-0.00012692357807378944
0.22184054	0.00076524257	52	1	30000000	25	-0.7	1	35	1.7439056396484387	0.000188568115234375
0.16789384	0.00037388341	52	1	2000000	25	-0.8	1	16	1.6849590003490458	-0.00047406935691833503
0.096673719	3.4524886e-05	52	1	2000000	25	-0.8	1	2	1.7150779724121106	-0.000939605712890625
0.17415972	0.00074993061	52	1	2000000	25	-0.8	1	32	1.6851367950439453	-0.0004873504638671875
0.13158558	9.0023745e-05	52	1	2000000	25	-0.8	1	4	1.7246337890625003	-0.00012438964843750002
0.14651045	0.00013344013	52	1	2000000	25	-0.8	1	6	1.8144321441650402	-0.001091670036315918
0.15479533	0.00020386794	52	1	2000000	25	-0.8	1	8	1.7280807495117192	-0.00035474395751953125
0.070566462	0.0001514457	52	1	2000000	25	-1.2	1	16	2.349234402179725	0.0003554097414016727
0.041827933	1.8815323e-05	52	1	2000000	25	-1.2	1	2	2.0631642937660257	-0.0020073943138122557
0.071963267	0.00030315171	52	1	30000000	25	-1.2	1.0	22	2.409409309745082	-0.004146149303153504
0.073483831	0.00053974311	52	1	30000000	25	-1.2	1.0	32	2.2714541115312854	-0.0013403160109585746
0.056197453	5.2249369e-05	52	1	2000000	25	-1.2	1	4	2.11933264732361	-0.000895479440689087
0.062078015	9.2837006e-05	52	1	2000000	25	-1.2	1	6	2.157495689392091	-0.0013603007793426514
0.065234256	0.00011224915	52	1	30000000	25	-1.2	1.0	8	2.1903892011820854	-0.0019475855870691476
0.036105398	0.0001131628	52	1	10000000	25	-1.5	1	10	2.4881242225140063	-0.0020471556772607372
0.037760104	0.0001177637	52	1	2000000	25	-1.5	1	16	2.391496205620146	-0.00405262911142049
0.022239702	1.0577215e-05	52	1	2000000	25	-1.5	1	2	2.3477783203125018	-0.0020106201171875004
0.03846831	0.00014918355	52	1	6000000	25	-1.5	1	22	2.4712064291644342	-0.004600213964378094
0.03929236	0.00032829146	52	1	30000000	25	-1.5	1	32	2.557411565824314	0.000939416147270238
0.039293185	0.00030918674	52	1	30000000	25	-1.5	1	35	2.6006819383241333	-0.00431798122804412
0.029995578	3.237835e-05	52	1	2000000	25	-1.5	1	4	2.4560010910034187	-0.0026332802772521965
0.033231377	6.1323338e-05	52	1	2000000	25	-1.5	1	6	2.4780116685200557	0.0009119000067003076
0.034875798	6.7953801e-05	52	1	2000000	25	-1.5	1	8	2.4827892341188935	3.0901579028406746e-05
1.9069304e-06	6.2920164e-07	52	1	30000000	25	-1.8	0.5	16	1.561598041813821	-6.033404963091015e-05
3.0547272e-06	8.9214236e-07	52	1	30000000	25	-1.8	0.5	20	1.6889832830429072	0.00014640138149261468
3.9584968e-06	8.7294012e-07	52	1	30000000	25	-1.8	0.5	22	1.7471548251718287	3.002221971750259e-05
4.5948441e-06	2.0886838e-06	52	1	30000000	25	-1.8	0.5	32	1.3761232137680053	1.5575051307678228e-06
4.5912453e-06	1.972431e-06	52	1	30000000	25	-1.8	0.5	35	1.5	0.0
1.5511499e-07	4.1403092e-08	52	1	30000000	25	-1.8	0.5	4	1.6802952634413786	-2.2571729769776995e-05
1.9312154e-05	8.3173987e-07	52	1	30000000	25	-1.8	0.5	6	4.0301374015712526	8.521676863892856e-07
7.1922505e-07	1.7990698e-07	52	1	30000000	25	-1.8	0.5	8	1.4427279642820356	0.00025386797189712524
0.019010834	3.8887508e-05	52	1	15000000	25	-1.8	1	10	2.765508322488381	-0.0028796676628130313
0.019438871	5.873781e-05	52	1	15000000	25	-1.8	1	12	2.8129240607850345	-0.0016056189321805195
0.020021581	9.2119872e-05	52	1	2000000	25	-1.8	1	16	2.830027656103725	-0.000652959971056436
0.011553342	1.0087351e-05	52	1	2000000	25	-1.8	1	2	2.5879753053188406	-0.003906878709793091
0.020265769	7.5154662e-05	52	1	30000000	25	-1.8	1	20	2.760657896619489	-0.005825281839410362
0.020288964	8.058066e-05	52	1	15000000	25	-1.8	1	22	2.831260052176898	0.0
0.020800862	0.00015259472	52	1	15000000	25	-1.8	1	32	2.7452313412080094	-0.0016576949451585395
0.020827874	0.00013586948	52	1	30000000	25	-1.8	1	35	2.7416119709354883	-0.0032279288857678386
0.015755084	1.0996142e-05	52	1	30000000	25	-1.8	1	4	2.726355680811847	-0.0048994413505639
0.017474982	1.7486876e-05	52	1	30000000	25	-1.8	1	6	2.689150785933711	-0.004148016964278048
0.018429397	3.8932978e-05	52	1	15000000	25	-1.8	1	8	2.744411845004498	-0.0019427944800959435
0.001640912	2.1505588e-05	52	1	30000000	25	-1.0	0.5	16	3.0036231063310073	0.00013016815586015562
0.0016643057	3.0134093e-05	52	1	30000000	25	-1.0	0.5	20	3.0517149469044558	-0.0003760485348065333
0.0016825564	3.7695775e-05	52	1	30000000	25	-1.0	0.5	22	2.9381772843667413	-0.004113492231397527
0.00168822	3.7627611e-05	52	1	30000000	25	-1.0	0.5	32	2.8499638865198014	1.6764107444967674e-06
0.0017401495	4.1015355e-05	52	1	30000000	25	-1.0	0.5	35	2.8194173214873364	-0.00015313656876969595
0.0014846383	6.0093379e-06	52	1	30000000	25	-1.0	0.5	4	2.8832572759139232	-0.00025149268568532235
0.0015646371	7.6956491e-06	52	1	30000000	25	-1.0	0.5	6	2.9692555296759346	-0.0015030112388871577
0.0016206376	1.0706691e-05	52	1	30000000	25	-1.0	0.5	8	2.921514171010684	-0.0022257086179805993
0.015479793	0.00010483336	52	1	20000000	25	-1.0	0.7	16	2.5756004177487304	-0.0014192494673357142
0.015627152	0.00019259504	52	1	20000000	25	-1.0	0.7	32	2.5046924333262126	-0.0009597016153465685
0.74051803	0.0010699673	52	1	20000000	25	-1.0	1.5	16	1.6145687415454322	4.815423132432217e-05
0.78847635	0.0021931364	52	1	20000000	25	-1.0	1.5	32	1.606091988604853	0.0004252219545220628
422.92064	0.085375895	52	1	20000000	25	-1.0	10	16	0.6625435924457208	0.0015673786027575532
803.03291	0.25295868	52	1	20000000	25	-1.0	10	32	0.6605768990302507	0.0026994773781674327
0.10302701	0.00017684252	52	1	30000000	25	-1.0	1	10	2.0115837756743313	8.270977787271102e-05
0.10527504	0.00010746421	52	1	30000000	25	-1.0	1	12	2.0305897856067605	-1.872099109071979e-05
0.10734006	0.00016948247	52	1	30000000	25	-1.0	1	15	2.023271677219686	6.085206644041771e-05
0.10817961	0.00025168772	52	1	30000000	25	-1.0	1	16	2.0632357410716287	6.069050626822969e-05
0.063451094	3.1601219e-05	52	1	2000000	25	-1.0	1	2	1.9412109375000008	-0.0009809570312500004
0.10963081	0.00020218179	52	1	30000000	25	-1.0	1	20	2.0360232036268338	0.001697604388449789
0.11033208	0.00038900792	52	1	30000000	25	-1.0	1	22	2.1125308974595534	-0.001337614644268001
0.11118878	0.00028969871	52	1	30000000	25	-1.0	1	25	2.0487802545778315	-0.001343453810329548
0.1125861	0.00056227111	52	1	30000000	25	-1.0	1	32	2.1963986544406984	0.002415988581010166
0.11251245	0.00072277858	52	1	30000000	25	-1.0	1	35	2.248123285654279	6.700328775566819e-05
0.085571478	5.7246464e-05	52	1	30000000	25	-1.0	1	4	1.9426801964628644	0.00048237953519893065
0.094823714	0.000102344	52	1	30000000	25	-1.0	1	6	2.0099611465787053	0.0002489731404963654
0.099833579	0.00014100937	52	1	30000000	25	-1.0	1	8	2.002257761057966	8.648719693248947e-05
2.5479775	0.00194164	52	1	20000000	25	-1.0	2	16	1.4213230036392028	9.58143616160105e-05
2.8034103	0.0060481041	52	1	20000000	25	-1.0	2	32	1.3408269171148937	3.709280042382671e-05
34.153973	0.01528046	52	1	20000000	25	-1.0	4	16	0.9328397519655662	0.0005649477660244809
44.065592	0.034967883	52	1	20000000	25	-1.0	4	32	0.9245476200558002	-7.165620837920446e-05
253.40039	0.048870183	52	1	20000000	25	-1.0	8	16	0.7534054268885432	0.0018227113316155574
433.84886	0.17974324	52	1	20000000	25	-1.0	8	32	0.6560240458988134	0.0010708129238592825
5.8413607e-07	3.4504452e-07	52	1	30000000	25	-2.0	0.5	16	1.6244648437500002	-6.269531250000001e-05
7.3836878e-07	3.8896046e-07	52	1	30000000	25	-2.0	0.5	20	1.555078125	-1.3671875e-05
5.0933766e-07	2.7078153e-07	52	1	30000000	25	-2.0	0.5	22	1.5408728027343748	7.8399658203125e-06
1.1066644e-06	6.5884102e-07	52	1	30000000	25	-2.0	0.5	32	1.2752490234374991	1.5747070312500004e-06
1.1162552e-06	7.8419722e-07	52	1	30000000	25	-2.0	0.5	35	1.5	0.0
2.121737e-08	1.361785e-08	52	1	30000000	25	-2.0	0.5	4	1.2812259914875028	0.00027150105714797976
1.2524037e-07	3.7919022e-08	52	1	30000000	25	-2.0	0.5	6	1.8698680810332307	5.716906964778899e-05
2.3351578e-07	1.2046015e-07	52	1	30000000	25	-2.0	0.5	8	1.440693112850189	0.00022329220771789544
0.012273635	4.3913262e-05	52	1	10000000	25	-2.0	1	10	2.8402616329643946	-0.004254182843044654
0.012929609	8.0906966e-05	52	1	2000000	25	-2.0	1	16	2.885032761745931	-0.002365528953849348
0.0073329057	7.3513584e-06	52	1	2000000	25	-2.0	1	2	2.705950838327417	-0.004631386518478392
0.013156002	0.00010269018	52	1	30000000	25	-2.0	1	20	2.9745268365085895	-0.00013728897440352323
0.013142738	6.2719447e-05	52	1	6000000	25	-2.0	1	22	2.905236482769084	-6.717196739776075e-05
0.013181314	0.00010038568	52	1	6000000	25	-2.0	1	32	3.13460552815918	-0.005861457133362152
0.013480967	0.00015801261	52	1	30000000	25	-2.0	1	35	2.9666282305629115	5.411249313249217e-05
0.010086802	1.4785627e-05	52	1	15000000	25	-2.0	1	4	2.850875433744645	-0.0027571752946668484
0.011224757	2.8767637e-05	52	1	15000000	25	-2.0	1	6	2.8610141678535483	-0.0027771858252970062
0.011836454	4.9459926e-05	52	1	2000000	25	-2.0	1	8	2.848780431088908	-0.00027118114567456345
2.5681562	0.0040719583	5	1	15000000	25	-0.06	1	16	0.05671709728931819	0.7329180648029383
2.8611345	0.0055837764	5	1	15000000	25	-0.06	1	22	0.05770519018408349	2.134899673710044
3.1621348	0.0090851524	5	1	15000000	25	-0.06	1	32	0.06504930380973481	1.9997883379217654
1.1390901	0.00037022081	5	1	15000000	25	-0.06	1	4	0.03783917409994194	0.46504947757504655
1.5363246	0.00075854326	5	1	15000000	25	-0.06	1	6	0.05609230767420474	0.4350686206089235
1.8409758	0.0012320433	5	1	15000000	25	-0.06	1	8	0.05566486412378944	0.3264324031346234
1.2836721	0.0020053359	5	1	10000000	25	-0.15	1	16	0.13337167968750005	0.6632061767578122
1.3486487	0.0035789164	5	1	10000000	25	-0.15	1	22	0.1325165733179895	2.1472189028941484
1.426401	0.0045344671	5	1	10000000	25	-0.15	1	32	0.1468939203882681	1.7493600633561313
0.76415916	0.00030380571	5	1	10000000	25	-0.15	1	4	0.12135253240547861	0.6016707899531254
1.0566303	0.00081687272	5	1	10000000	25	-0.15	1	8	0.13640644354489873	0.5950629076908479
1.7918856	0.0031937856	5	1	15000000	25	-0.1	1	16	0.09752472866937359	0.21996138707774335
1.9261812	0.0042550412	5	1	15000000	25	-0.1	1	22	0.09624857645683321	2.070967933542314
2.077064	0.0085255489	5	1	15000000	25	-0.1	1	32	0.090426807751636	1.7605315199282103
0.94418741	0.00037297129	5	1	15000000	25	-0.1	1	4	0.08536454920813291	0.5576441589840407
1.2096914	0.00063137237	5	1	15000000	25	-0.1	1	6	0.09224965136446225	0.5241369999748322
1.3946663	0.0012798171	5	1	15000000	25	-0.1	1	8	0.09389888784937658	0.2596899736217503
0.061872045	0.0002055735	5	1	20000000	25	-0.2	0.5	16	0.3156256329827698	1.346560234770928
0.064120595	0.00032995381	5	1	20000000	25	-0.2	0.5	32	0.34172416881214973	1.3606704625798804
9.8865909	0.010332007	5	1	20000000	25	-0.2	1.8	32	0.10512813275774163	0.3558740554668417
10.079334	0.01700399	5	1	20000000	25	-0.2	1.8	35	0.10458077413196229	0.27348728450450444
0.98960828	0.0015004431	5	1	20000000	25	-0.2	1	16	0.1766203992115905	0.7742263232229183
0.39901507	0.00010027167	5	1	20000000	25	-0.2	1	2	0.09948969339803243	0.8843083818532114
1.0381307	0.0025834978	5	1	20000000	25	-0.2	1	22	0.18781170597252972	0.7057751657699106
1.0804316	0.0026807358	5	1	20000000	25	-0.2	1	32	0.18118273939248397	0.4473765648868651
1.0897547	0.0036464653	5	1	30000000	25	-0.2	1	35	0.18982137739122865	0.6444096165709212
0.63246985	0.0002230437	5	1	20000000	25	-0.2	1	4	0.16264686869789557	0.7849252875861312
0.7594352	0.00031747756	5	1	20000000	25	-0.2	1	6	0.17023591690961304	0.7840674229338682
